,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
26412,44,admin.,married,university.degree,no,yes,no,cellular,nov,thu,147,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34807,24,services,married,high.school,no,no,no,cellular,may,thu,10,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
12674,31,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,317,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19954,41,technician,divorced,university.degree,no,no,no,cellular,aug,fri,519,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
25898,36,management,married,university.degree,no,yes,no,cellular,nov,wed,161,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
9976,36,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
16958,48,unemployed,married,basic.6y,no,yes,no,cellular,jul,thu,267,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
3347,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
17764,42,admin.,married,basic.9y,unknown,no,yes,cellular,jul,tue,336,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26266,32,admin.,married,professional.course,no,unknown,unknown,cellular,nov,thu,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
16884,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
36245,22,student,single,basic.6y,no,yes,no,cellular,jun,mon,814,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,no
29656,31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,239,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
38588,60,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,59,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
9383,46,admin.,married,high.school,no,no,no,telephone,jun,fri,354,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
20255,30,technician,single,high.school,unknown,no,no,cellular,aug,mon,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39176,66,retired,divorced,basic.4y,no,yes,no,cellular,mar,thu,141,4,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,no
40286,48,housemaid,married,professional.course,no,no,no,cellular,jul,wed,388,3,6,1,success,-1.7,94.215,-40.3,0.896,4991.6,yes
28518,42,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,101,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
7972,58,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,469,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
40632,30,services,single,university.degree,no,yes,no,telephone,sep,mon,8,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,no
32285,30,services,married,high.school,no,yes,no,cellular,may,fri,424,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
27576,57,admin.,married,university.degree,no,no,no,cellular,nov,fri,127,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
17224,26,services,married,high.school,no,yes,no,cellular,jul,fri,442,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38863,35,management,married,university.degree,no,no,no,telephone,nov,mon,986,1,7,3,failure,-3.4,92.649,-30.1,0.714,5017.5,no
4673,41,technician,married,university.degree,no,no,no,telephone,may,wed,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
8196,32,blue-collar,single,high.school,no,no,no,telephone,jun,tue,956,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
35754,32,services,married,high.school,unknown,yes,no,cellular,may,mon,536,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
444,34,admin.,married,basic.9y,no,no,no,telephone,may,tue,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30290,48,technician,divorced,university.degree,no,yes,yes,cellular,apr,thu,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
33232,44,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,494,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
21938,29,technician,single,professional.course,no,yes,no,cellular,aug,wed,472,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
3513,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,thu,65,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
17213,28,technician,single,unknown,no,yes,no,cellular,jul,fri,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19465,30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34153,34,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,143,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
7973,36,housemaid,married,basic.6y,no,yes,no,telephone,jun,mon,45,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
20106,35,technician,single,professional.course,no,no,no,cellular,aug,mon,166,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15943,43,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32634,37,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,69,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
21695,33,admin.,married,university.degree,no,yes,no,cellular,aug,tue,118,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
10681,54,technician,married,professional.course,no,yes,no,telephone,jun,tue,167,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
4664,26,admin.,married,university.degree,no,yes,yes,telephone,may,wed,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
23665,33,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
4574,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,103,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
22479,35,technician,single,high.school,unknown,no,no,cellular,aug,fri,1258,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
3397,28,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,523,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
1529,54,admin.,married,university.degree,no,yes,no,telephone,may,thu,461,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
15824,28,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
4645,55,admin.,married,high.school,no,yes,no,telephone,may,wed,72,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
1410,38,entrepreneur,married,basic.6y,no,yes,yes,telephone,may,thu,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
37555,42,management,married,university.degree,no,yes,no,cellular,aug,fri,436,1,13,1,success,-2.9,92.201,-31.4,0.869,5076.2,yes
40718,86,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6,yes
30348,41,admin.,single,high.school,no,unknown,unknown,cellular,apr,thu,664,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
5162,47,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,600,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
22118,32,self-employed,married,high.school,no,yes,no,cellular,aug,thu,151,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
12162,44,admin.,divorced,unknown,no,no,no,telephone,jul,tue,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
16067,40,admin.,married,high.school,no,no,no,cellular,jul,tue,305,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
25601,49,management,married,high.school,no,no,no,cellular,nov,wed,582,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2760,54,management,married,university.degree,unknown,no,no,telephone,may,wed,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
22227,47,housemaid,married,basic.9y,no,no,no,cellular,aug,thu,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39248,35,technician,married,professional.course,no,no,no,telephone,mar,thu,282,2,6,1,success,-1.8,93.369,-34.8,0.65,5008.7,no
1704,34,technician,single,professional.course,unknown,no,no,telephone,may,fri,384,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
21475,34,admin.,married,university.degree,no,no,no,cellular,aug,tue,109,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34664,27,admin.,married,high.school,no,no,yes,cellular,may,thu,151,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
10421,34,admin.,married,university.degree,no,yes,no,telephone,jun,mon,14,14,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
16881,37,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,211,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30977,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,670,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,yes
30757,45,blue-collar,married,unknown,unknown,yes,no,cellular,may,tue,131,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
29809,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,233,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
27347,31,admin.,single,high.school,no,yes,yes,cellular,nov,fri,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38893,48,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
40010,37,admin.,single,high.school,no,no,no,telephone,jul,thu,494,4,999,3,failure,-1.7,94.215,-40.3,0.782,4991.6,no
40061,29,admin.,single,high.school,no,yes,no,cellular,jul,thu,480,1,6,1,success,-1.7,94.215,-40.3,0.81,4991.6,yes
12790,43,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,377,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
11419,34,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,375,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
13731,22,blue-collar,single,basic.9y,no,yes,no,telephone,jul,thu,227,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
15618,39,admin.,single,university.degree,no,yes,no,cellular,jul,mon,589,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32022,46,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,thu,304,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
22063,55,services,married,unknown,unknown,yes,no,cellular,aug,wed,341,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
5086,53,admin.,married,basic.9y,no,no,no,telephone,may,fri,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
10161,36,self-employed,divorced,university.degree,no,yes,no,telephone,jun,thu,130,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
24798,44,technician,single,professional.course,no,yes,yes,cellular,nov,tue,155,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
13752,41,entrepreneur,divorced,professional.course,no,no,no,cellular,jul,thu,82,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28155,26,admin.,married,high.school,no,no,no,cellular,apr,mon,190,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
34409,32,services,married,high.school,no,yes,no,cellular,may,thu,21,12,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
38628,45,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,162,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,yes
36261,57,admin.,married,university.degree,no,yes,no,cellular,jun,mon,161,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
32761,38,blue-collar,married,high.school,unknown,no,no,cellular,may,mon,627,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
19724,38,admin.,married,university.degree,no,yes,no,cellular,aug,thu,191,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
38543,36,admin.,married,university.degree,no,no,no,cellular,oct,thu,343,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,no
936,48,admin.,married,basic.9y,unknown,no,no,telephone,may,wed,19,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
16943,50,management,married,professional.course,no,unknown,unknown,cellular,jul,thu,230,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
10552,28,admin.,married,high.school,no,no,no,telephone,jun,tue,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
23610,35,admin.,married,university.degree,no,yes,no,cellular,aug,thu,28,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
37703,40,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,262,2,999,1,failure,-2.9,92.201,-31.4,0.851,5076.2,no
39824,29,unemployed,single,university.degree,no,yes,no,telephone,jun,tue,198,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,no
26623,31,admin.,married,university.degree,no,no,no,cellular,nov,thu,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
12264,34,admin.,divorced,university.degree,no,no,no,telephone,jul,thu,676,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,yes
22148,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17640,43,services,married,high.school,no,yes,yes,telephone,jul,mon,118,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38966,58,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,154,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,yes
17256,52,admin.,divorced,high.school,no,no,no,cellular,jul,fri,87,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25139,37,admin.,married,university.degree,no,no,no,cellular,nov,tue,475,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
11851,53,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,fri,27,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19918,35,admin.,single,university.degree,no,no,yes,telephone,aug,fri,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
4197,58,blue-collar,divorced,unknown,no,no,no,telephone,may,mon,467,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
153,56,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33714,53,retired,divorced,university.degree,no,yes,no,cellular,may,wed,172,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
13444,44,unemployed,married,basic.9y,unknown,yes,no,telephone,jul,wed,73,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
866,37,technician,married,professional.course,no,yes,no,telephone,may,wed,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1649,47,unemployed,married,high.school,unknown,yes,no,telephone,may,fri,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
23047,48,technician,married,university.degree,no,yes,no,cellular,aug,tue,247,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9099,46,blue-collar,married,high.school,unknown,no,no,telephone,jun,fri,116,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31994,36,management,married,university.degree,no,no,no,cellular,may,thu,272,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
24293,49,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,165,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
39164,34,technician,single,university.degree,no,yes,yes,cellular,mar,thu,221,3,3,2,success,-1.8,93.369,-34.8,0.654,5008.7,yes
9688,37,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,90,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38188,43,management,single,university.degree,no,yes,no,cellular,oct,tue,205,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,no
20850,30,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
17305,58,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,fri,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13690,49,housemaid,married,professional.course,no,yes,no,telephone,jul,thu,645,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29350,34,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,238,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
21004,31,housemaid,married,basic.6y,no,yes,yes,telephone,aug,thu,698,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
3144,34,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,1088,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19377,44,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,1552,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
36959,46,admin.,single,university.degree,no,yes,no,cellular,jul,thu,309,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
11640,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,fri,652,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
24245,54,admin.,married,basic.9y,no,no,no,cellular,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
38747,20,student,single,high.school,no,no,no,cellular,nov,wed,131,1,999,3,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
9242,48,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,800,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
27584,41,services,married,unknown,no,no,no,cellular,nov,fri,64,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
23052,44,admin.,married,university.degree,no,no,no,cellular,aug,tue,312,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26949,55,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,430,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
31932,35,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1806,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
38145,70,housemaid,divorced,basic.4y,no,yes,no,cellular,sep,tue,161,1,999,0,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,no
13283,29,services,divorced,high.school,no,yes,no,cellular,jul,wed,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9950,49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,222,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30576,34,services,married,professional.course,no,yes,yes,cellular,may,mon,675,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
34896,30,admin.,single,university.degree,no,yes,yes,cellular,may,fri,191,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2131,44,blue-collar,married,basic.4y,no,yes,yes,telephone,may,mon,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
4171,36,admin.,married,high.school,no,no,no,telephone,may,mon,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
25426,31,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,167,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
29995,20,student,single,unknown,no,yes,yes,cellular,apr,tue,47,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20162,32,technician,single,university.degree,no,yes,no,cellular,aug,mon,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35644,48,services,married,high.school,no,yes,no,cellular,may,mon,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
6557,42,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,209,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11855,60,self-employed,married,professional.course,unknown,yes,no,telephone,jun,fri,10,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
21234,50,services,married,basic.6y,unknown,no,no,telephone,aug,mon,161,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38955,62,blue-collar,married,basic.4y,no,yes,yes,cellular,nov,mon,152,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
1798,53,self-employed,married,university.degree,no,no,no,telephone,may,fri,404,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
7437,43,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,618,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
33722,34,services,single,high.school,no,yes,yes,cellular,may,wed,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
35777,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,128,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32334,42,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,306,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
30176,24,student,single,professional.course,no,yes,no,cellular,apr,thu,413,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
21582,52,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,12,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
21339,55,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,350,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2215,51,technician,married,professional.course,no,yes,no,telephone,may,mon,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9013,30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,53,29,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
36893,47,technician,married,professional.course,no,yes,no,cellular,jun,fri,63,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,no
8915,44,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,471,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
19390,45,admin.,divorced,high.school,no,yes,yes,cellular,aug,wed,192,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
26385,32,unemployed,single,high.school,no,yes,no,cellular,nov,thu,73,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
41070,37,admin.,married,university.degree,no,no,no,cellular,nov,mon,137,1,999,1,failure,-1.1,94.767,-50.8,1.05,4963.6,no
13751,31,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,107,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24044,31,admin.,single,university.degree,no,yes,no,telephone,oct,tue,125,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes
20410,52,admin.,married,university.degree,no,yes,no,cellular,aug,tue,867,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
7664,45,unknown,single,basic.4y,no,yes,no,telephone,may,fri,189,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
19695,40,admin.,single,university.degree,no,yes,no,cellular,aug,thu,123,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
9984,29,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,124,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
16192,45,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,tue,50,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28276,41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,123,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
24976,49,services,married,high.school,no,no,no,cellular,nov,tue,48,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
22744,57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
14340,36,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,643,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9617,45,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32048,45,technician,married,professional.course,no,yes,yes,cellular,may,thu,702,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
29608,56,self-employed,married,university.degree,no,no,no,cellular,apr,mon,83,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
8136,28,services,married,high.school,no,no,no,telephone,jun,tue,152,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
14500,25,entrepreneur,single,university.degree,no,no,yes,cellular,jul,tue,280,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30032,25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
27336,35,management,married,university.degree,no,no,no,cellular,nov,fri,207,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
10130,44,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
7026,30,services,divorced,basic.9y,no,no,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19355,35,admin.,married,university.degree,no,yes,no,cellular,aug,wed,39,6,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
9056,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,240,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
24180,46,admin.,married,high.school,unknown,yes,no,cellular,nov,mon,219,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
8398,59,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,215,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
28306,25,admin.,single,professional.course,no,yes,no,cellular,apr,wed,67,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
31855,41,admin.,single,high.school,no,yes,no,cellular,may,thu,360,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
8988,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,63,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
24520,30,admin.,divorced,university.degree,no,no,no,telephone,nov,mon,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
