,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
12360,33,technician,married,basic.9y,unknown,yes,no,cellular,jul,fri,436,4,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
12368,33,services,married,high.school,no,yes,no,cellular,jul,fri,548,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
12373,51,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
12384,52,management,married,professional.course,no,yes,no,cellular,jul,mon,491,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12385,59,retired,married,professional.course,unknown,yes,yes,cellular,jul,mon,494,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12386,33,self-employed,married,basic.9y,no,yes,no,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12387,40,admin.,married,high.school,no,yes,yes,cellular,jul,mon,615,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12392,56,technician,married,university.degree,unknown,no,no,cellular,jul,mon,17,19,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12394,52,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,128,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12399,27,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,mon,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12408,43,management,married,unknown,no,no,yes,cellular,jul,mon,86,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12413,44,technician,divorced,professional.course,no,no,no,cellular,jul,mon,250,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12414,40,technician,married,university.degree,unknown,no,no,cellular,jul,mon,185,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12425,31,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12433,31,management,married,high.school,no,no,no,cellular,jul,mon,1272,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12443,56,admin.,divorced,basic.6y,no,yes,no,cellular,jul,mon,239,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12445,31,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,127,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12450,40,self-employed,married,high.school,unknown,yes,no,telephone,jul,mon,46,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12455,32,services,single,high.school,no,no,no,cellular,jul,mon,722,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12458,56,retired,married,basic.4y,no,yes,no,cellular,jul,mon,621,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12461,50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12466,31,technician,married,university.degree,no,yes,yes,cellular,jul,mon,385,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12467,35,blue-collar,married,basic.9y,no,no,no,telephone,jul,mon,1356,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12473,28,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,94,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12476,49,unemployed,divorced,basic.9y,unknown,no,no,cellular,jul,mon,326,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12478,49,admin.,divorced,high.school,no,no,no,cellular,jul,mon,21,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12501,36,blue-collar,married,high.school,no,no,no,cellular,jul,mon,889,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12504,43,admin.,married,high.school,no,no,no,cellular,jul,mon,240,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12505,38,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12506,29,services,married,high.school,no,yes,no,cellular,jul,mon,556,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12526,47,admin.,divorced,high.school,no,no,no,cellular,jul,mon,532,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12527,60,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,575,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12534,54,management,married,university.degree,no,yes,no,cellular,jul,mon,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12546,28,admin.,single,high.school,no,no,no,cellular,jul,mon,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12553,41,entrepreneur,married,basic.4y,no,yes,no,cellular,jul,mon,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12554,48,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,151,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12564,30,technician,single,high.school,no,yes,no,telephone,jul,mon,130,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12565,37,management,married,high.school,no,yes,no,cellular,jul,mon,599,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12568,55,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,mon,849,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12570,37,technician,single,high.school,unknown,no,no,cellular,jul,mon,500,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12577,33,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,387,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12580,36,admin.,married,university.degree,no,no,no,telephone,jul,mon,267,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12586,44,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,mon,973,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12604,36,services,married,high.school,unknown,no,no,cellular,jul,mon,455,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12605,50,technician,married,professional.course,no,no,no,cellular,jul,mon,830,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12610,49,blue-collar,married,unknown,unknown,unknown,unknown,cellular,jul,mon,375,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12621,37,management,married,university.degree,unknown,no,no,cellular,jul,mon,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12636,34,management,single,high.school,no,no,no,cellular,jul,mon,264,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12640,43,entrepreneur,married,basic.4y,no,no,no,cellular,jul,mon,25,30,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12648,35,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,15,11,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12656,31,technician,married,high.school,no,no,no,cellular,jul,mon,75,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12659,39,services,married,basic.9y,no,no,yes,cellular,jul,mon,51,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12666,31,admin.,married,high.school,no,no,no,cellular,jul,mon,160,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12667,43,admin.,divorced,high.school,no,no,no,cellular,jul,mon,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12674,31,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,317,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12677,32,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,422,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12686,48,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jul,mon,360,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12687,46,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,mon,500,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12692,37,technician,single,university.degree,no,no,no,cellular,jul,mon,756,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12696,48,admin.,divorced,high.school,no,no,no,telephone,jul,mon,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12701,24,unemployed,single,high.school,no,yes,no,telephone,jul,mon,245,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12707,42,admin.,single,university.degree,unknown,yes,no,cellular,jul,mon,719,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
12722,44,admin.,married,high.school,no,yes,no,cellular,jul,mon,242,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12725,41,admin.,married,high.school,no,no,yes,cellular,jul,mon,205,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12726,31,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,131,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
12739,25,services,married,high.school,no,no,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12741,50,entrepreneur,married,unknown,unknown,yes,yes,cellular,jul,tue,163,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12746,56,unemployed,divorced,professional.course,no,no,no,telephone,jul,tue,141,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12748,29,admin.,single,high.school,no,yes,no,cellular,jul,tue,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12755,33,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,362,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12758,27,services,single,high.school,unknown,no,no,cellular,jul,tue,509,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12761,38,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12766,35,technician,married,high.school,unknown,yes,no,cellular,jul,tue,740,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12767,56,services,married,basic.4y,unknown,no,no,cellular,jul,tue,534,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12782,26,admin.,married,high.school,no,yes,yes,cellular,jul,tue,144,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12784,34,admin.,married,university.degree,no,no,yes,cellular,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12785,39,management,divorced,university.degree,no,yes,no,cellular,jul,tue,732,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12789,43,admin.,married,university.degree,no,no,no,cellular,jul,tue,524,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12790,43,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,377,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12794,24,admin.,married,high.school,no,no,no,cellular,jul,tue,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12798,26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,99,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12803,33,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,531,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12806,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,634,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12809,25,technician,single,university.degree,no,no,no,cellular,jul,tue,460,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12810,38,entrepreneur,married,basic.9y,unknown,no,yes,cellular,jul,tue,133,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12813,48,technician,married,high.school,unknown,no,no,cellular,jul,tue,143,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12814,48,management,married,high.school,no,no,no,cellular,jul,tue,116,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12823,48,management,married,high.school,no,no,no,cellular,jul,tue,705,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12826,35,admin.,married,high.school,no,yes,no,cellular,jul,tue,992,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12831,26,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12839,28,services,married,high.school,no,yes,no,cellular,jul,tue,191,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12840,41,admin.,single,university.degree,no,no,no,cellular,jul,tue,362,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12841,43,admin.,single,high.school,no,yes,no,telephone,jul,tue,287,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12843,29,admin.,single,high.school,no,no,no,cellular,jul,tue,574,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12845,29,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,249,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12857,25,services,married,high.school,no,no,no,cellular,jul,tue,1767,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12861,46,services,married,basic.9y,no,no,no,cellular,jul,tue,630,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12866,29,admin.,married,high.school,no,yes,no,cellular,jul,tue,681,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12876,34,technician,single,university.degree,no,no,yes,cellular,jul,tue,1082,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12877,30,technician,single,professional.course,no,yes,no,cellular,jul,tue,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12878,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,730,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12885,30,technician,single,professional.course,no,no,no,cellular,jul,tue,163,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12887,36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,716,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12890,40,technician,divorced,professional.course,no,no,no,cellular,jul,tue,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12898,43,technician,single,professional.course,unknown,no,no,cellular,jul,tue,97,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12903,23,admin.,single,high.school,no,no,no,cellular,jul,tue,220,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12904,27,admin.,single,professional.course,no,no,no,cellular,jul,tue,803,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12906,54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12907,49,management,married,university.degree,no,yes,no,cellular,jul,tue,604,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12908,34,technician,single,university.degree,no,no,no,cellular,jul,tue,159,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12914,24,student,single,high.school,unknown,yes,no,cellular,jul,tue,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12919,36,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,tue,353,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12922,27,admin.,single,high.school,no,yes,no,cellular,jul,tue,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12932,27,entrepreneur,married,high.school,no,no,no,cellular,jul,tue,831,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12937,37,services,divorced,basic.6y,no,yes,yes,cellular,jul,tue,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12944,48,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,360,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12947,27,admin.,single,high.school,no,no,no,cellular,jul,tue,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12950,43,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12953,47,admin.,married,university.degree,no,yes,no,cellular,jul,tue,194,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12961,41,blue-collar,married,unknown,no,yes,no,cellular,jul,tue,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12971,50,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,635,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12976,42,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
12982,34,admin.,single,university.degree,no,yes,no,cellular,jul,tue,819,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12983,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,623,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
12991,41,services,divorced,high.school,unknown,yes,no,cellular,jul,tue,55,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13004,28,services,married,high.school,no,no,no,cellular,jul,tue,554,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13007,44,admin.,married,university.degree,no,yes,no,cellular,jul,tue,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13011,43,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,658,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13016,27,admin.,single,professional.course,no,yes,no,cellular,jul,tue,1061,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13024,31,admin.,single,high.school,no,no,no,cellular,jul,tue,21,35,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13027,30,services,married,high.school,no,yes,no,cellular,jul,tue,1344,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13031,26,admin.,single,basic.9y,no,yes,yes,cellular,jul,tue,687,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13054,42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,109,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13056,43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13063,34,technician,single,university.degree,no,no,no,cellular,jul,tue,120,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13072,48,technician,married,professional.course,no,yes,no,cellular,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13080,35,services,single,high.school,no,no,no,cellular,jul,tue,161,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13081,35,services,single,high.school,no,no,no,cellular,jul,tue,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13082,42,technician,divorced,basic.9y,no,yes,no,cellular,jul,tue,195,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13091,52,admin.,divorced,university.degree,unknown,no,no,cellular,jul,tue,210,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13092,32,admin.,married,basic.9y,no,no,no,telephone,jul,tue,320,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13095,29,admin.,single,basic.9y,no,no,no,telephone,jul,tue,280,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13106,35,self-employed,single,university.degree,no,no,no,cellular,jul,wed,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13115,28,technician,divorced,university.degree,no,no,no,cellular,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13117,54,services,married,high.school,no,no,no,telephone,jul,wed,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13122,40,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13127,25,technician,single,university.degree,no,yes,no,cellular,jul,wed,259,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13129,53,admin.,married,university.degree,unknown,no,no,cellular,jul,wed,815,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13131,31,services,married,basic.9y,no,yes,no,cellular,jul,wed,537,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13134,31,services,married,basic.9y,no,no,no,cellular,jul,wed,679,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13136,30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13137,35,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2122,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13141,43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,296,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13144,43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,317,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13147,44,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13157,51,management,married,university.degree,no,yes,no,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13163,51,management,married,university.degree,no,no,yes,cellular,jul,wed,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13168,36,admin.,married,university.degree,no,no,yes,cellular,jul,wed,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13176,36,admin.,married,university.degree,no,yes,no,cellular,jul,wed,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13186,42,technician,married,high.school,no,yes,no,cellular,jul,wed,761,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13189,24,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,wed,781,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13193,36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13196,36,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,205,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13198,51,technician,married,university.degree,unknown,yes,yes,cellular,jul,wed,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13217,31,management,single,university.degree,no,no,no,cellular,jul,wed,645,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13218,32,blue-collar,married,basic.4y,unknown,no,yes,telephone,jul,wed,990,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13223,31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13224,31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,625,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13231,34,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,727,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13232,55,admin.,divorced,high.school,no,no,no,cellular,jul,wed,189,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13233,55,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13239,52,retired,married,professional.course,no,yes,no,cellular,jul,wed,389,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13244,52,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,275,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13246,44,technician,married,high.school,no,no,no,cellular,jul,wed,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13248,52,management,married,professional.course,no,no,no,cellular,jul,wed,222,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13253,49,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13258,51,admin.,married,university.degree,no,yes,no,cellular,jul,wed,426,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13259,29,technician,married,professional.course,no,yes,no,cellular,jul,wed,332,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13260,40,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jul,wed,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13269,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13276,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1121,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13278,55,retired,married,basic.9y,unknown,unknown,unknown,cellular,jul,wed,628,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13280,23,unemployed,single,university.degree,no,yes,no,cellular,jul,wed,119,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13281,26,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13287,52,services,married,high.school,no,no,no,cellular,jul,wed,183,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13293,44,admin.,married,high.school,no,no,no,cellular,jul,wed,869,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
13298,39,services,married,basic.9y,no,no,no,cellular,jul,wed,100,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13305,29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13311,26,services,married,high.school,no,unknown,unknown,cellular,jul,wed,136,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13313,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13322,39,technician,married,professional.course,no,yes,no,cellular,jul,wed,178,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13331,26,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,wed,224,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
13349,34,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,378,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
