,age,campaign,cons.conf.idx,cons.price.idx,contact,day_of_week,default_unknown,default_yes,duration,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,emp.var.rate,euribor3m,housing,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,loan,marital_married,marital_single,marital_unknown,month,nr.employed,pdays,poutcome_nonexistent,poutcome_success,previous,y
4253,0.1975308641975308,0.0363636363636363,0.8117154811715479,0.0,0.0,1.0,0.0,0.0,0.6278820898893921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1041666666666667,0.0433008388120607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,0.4257088846880883,0.3333333333333333,0.0,1.0,0.1428571428571428,1.0
4254,0.2839506172839506,0.0,0.1924686192468616,0.2696804364770102,0.0,0.25,0.0,0.0,0.6339442585242172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1489458172749943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.512287334593573,1.0,1.0,0.0,0.0,0.0
4255,0.5185185185185184,0.0,0.7447698744769873,0.1995323460639113,1.0,0.25,0.0,0.0,0.7255167243589877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0833333333333333,0.0183631829517116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2264650283553848,0.6666666666666667,0.0,0.0,0.1428571428571428,1.0
4258,0.4074074074074074,0.0,0.6025104602510458,0.6987529228371017,1.0,0.5,0.0,0.0,0.5984801554161608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9571525731126728,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4260,0.2222222222222222,0.0,0.6150627615062758,0.4844115354637566,0.0,0.0,0.0,0.0,0.5169416832156455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9814101110859216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4270,0.8888888888888888,0.0,0.4602510460251046,0.7225253312548716,0.0,0.0,0.0,0.0,0.6476204981957939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3541666666666667,0.0194967127635456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1058601134215493,1.0,1.0,0.0,0.0,1.0
4271,0.1358024691358024,0.0,0.1548117154811712,0.3406079501169188,0.0,0.75,0.0,0.0,0.7468819143542026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1657220584901383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.512287334593573,1.0,1.0,0.0,0.0,1.0
4278,0.3086419753086419,0.0,0.6025104602510458,0.6987529228371017,1.0,0.5,1.0,0.0,0.6984629590595263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9578326909997734,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4283,0.345679012345679,0.0545454545454545,0.3682008368200835,0.3893219017926768,0.0,0.75,0.0,0.0,0.5474693214896542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6875,0.7803219224665607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8778827977315693,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4286,0.6049382716049383,0.0,0.1548117154811712,0.3406079501169188,0.0,0.75,0.0,0.0,0.7097029995592844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1657220584901383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,0.512287334593573,1.0,1.0,0.0,0.0,1.0
4287,0.4814814814814814,0.0,0.6694560669456067,0.4551831644583046,0.0,0.5,0.0,0.0,0.6196852820090151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1705103969754233,0.0,0.0,1.0,0.1428571428571428,1.0
4288,0.3333333333333333,0.0,0.1924686192468616,0.2696804364770102,0.0,0.0,0.0,0.0,0.6480977205520548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1507594649739288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,1.0,1.0,0.0,0.0,0.0
4291,0.1234567901234567,0.0,0.8661087866108785,0.1745908028059233,0.0,0.5,0.0,0.0,0.686722293807522,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0185898889140784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.2037807183364819,1.0,1.0,0.0,0.0,1.0
4292,0.2345679012345679,0.0,0.1924686192468616,0.2696804364770102,0.0,0.25,0.0,0.0,0.6432360720972943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1609612332804353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4302,0.1604938271604938,0.0181818181818181,0.3765690376569037,0.8823070927513683,1.0,0.25,0.0,0.0,0.5743891340707834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9809566991611882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4306,0.2098765432098765,0.0,0.1924686192468616,0.2696804364770102,0.0,1.0,0.0,0.0,0.4892308332030923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1539333484470641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4307,0.1604938271604938,0.0,0.4393305439330544,0.7848791893998452,0.0,0.75,0.0,0.0,0.6509210996671051,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3541666666666667,0.0480616640217637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4444444444444443,0.1058601134215493,0.0,0.0,1.0,0.2857142857142857,1.0
4313,0.2592592592592592,0.0,0.3765690376569037,0.8823070927513683,1.0,0.25,0.0,0.0,0.6677857821213365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9809566991611882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4320,0.3703703703703703,0.0,0.6025104602510458,0.6987529228371017,1.0,1.0,0.0,0.0,0.5743891340707834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9569258671503064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4323,0.2839506172839506,0.0,0.4184100418410041,0.2969602494154344,0.0,0.25,0.0,0.0,0.6585712040288184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1041666666666667,0.1423713443663568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4257088846880883,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4324,0.2098765432098765,0.0,0.6150627615062758,0.4844115354637566,0.0,1.0,0.0,0.0,0.4910546705038993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9816368170482884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4333,0.4074074074074074,0.0181818181818181,0.1548117154811712,0.3406079501169188,0.0,0.75,1.0,0.0,0.645692009932198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1759238267966447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4339,0.1851851851851851,0.0,0.3389121338912131,0.6691348402182413,0.0,0.5,1.0,0.0,0.5878478128342483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9811834051235548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
4343,0.2345679012345679,0.0363636363636363,0.6025104602510458,0.6987529228371017,1.0,0.0,0.0,0.0,0.5226119446684994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9375,0.9573792790750396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4349,0.4444444444444445,0.0363636363636363,0.3765690376569037,0.8823070927513683,1.0,1.0,0.0,0.0,0.3738508374054576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9805032872364544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4352,0.3950617283950617,0.0,0.6150627615062758,0.4844115354637566,0.0,0.25,1.0,0.0,0.6636865816722366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9814101110859216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4364,0.2839506172839506,0.0181818181818181,0.3765690376569037,0.8823070927513683,1.0,1.0,0.0,0.0,0.4279079916652397,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9805032872364544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4376,0.2592592592592592,0.0181818181818181,0.6025104602510458,0.6987529228371017,1.0,0.5,0.0,0.0,0.7262542512230573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9375,0.9571525731126728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4379,0.4074074074074074,0.0181818181818181,0.6150627615062758,0.4844115354637566,0.0,1.0,1.0,0.0,0.5014409845439322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9814101110859216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4380,0.1358024691358024,0.0181818181818181,0.3389121338912131,0.6691348402182413,1.0,0.75,0.0,0.0,0.7546408897551403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9802765812740876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
4384,0.2839506172839506,0.0181818181818181,0.3389121338912131,0.6691348402182413,0.0,0.0,0.0,0.0,0.7555996167365615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9807299931988211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,1.0
4388,0.3086419753086419,0.0,0.3765690376569037,0.8823070927513683,1.0,0.5,0.0,0.0,0.6485730147319224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9805032872364544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4389,0.4938271604938272,0.0181818181818181,0.3682008368200835,0.3893219017926768,0.0,0.5,0.0,0.0,0.7505266683630298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6875,0.7902969848107007,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.8778827977315693,1.0,1.0,0.0,0.0,1.0
4402,0.2098765432098765,0.0,0.3682008368200835,0.3893219017926768,0.0,0.5,0.0,0.0,0.506309340633733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.7902969848107007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8778827977315693,1.0,1.0,0.0,0.0,0.0
4404,0.4444444444444445,0.0181818181818181,0.3389121338912131,0.6691348402182413,1.0,0.5,0.0,0.0,0.7000047262075192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9814101110859216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
4406,0.1111111111111111,0.0181818181818181,0.8117154811715479,0.0,0.0,1.0,0.0,0.0,0.5902084636135368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1041666666666667,0.0532759011562004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.4257088846880883,1.0,1.0,0.0,0.0,1.0
4407,0.2592592592592592,0.0181818181818181,0.1924686192468616,0.2696804364770102,0.0,0.5,0.0,0.0,0.6360734596286551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1466787576513262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2222222222222222,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4429,0.2222222222222222,0.0,1.0,0.0896336710833978,0.0,0.75,0.0,0.0,0.5253477691257531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0240308320108818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7777777777777779,0.2037807183364819,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4444,0.3950617283950617,0.0545454545454545,0.6694560669456067,0.4551831644583046,0.0,0.25,0.0,0.0,0.6432360720972943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0002267059623668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705103969754233,0.0,0.0,1.0,0.1428571428571428,1.0
4445,0.2469135802469135,0.0,0.1924686192468616,0.2696804364770102,0.0,0.25,0.0,0.0,0.4182339006857429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1609612332804353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,1.0,1.0,0.0,0.0,0.0
4449,0.419753086419753,0.0,0.6150627615062758,0.4844115354637566,0.0,0.5,0.0,0.0,0.5838049699531718,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9816368170482884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4450,0.2592592592592592,0.0181818181818181,0.6025104602510458,0.6987529228371017,1.0,0.0,0.0,0.0,0.7091374448666395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9375,0.9573792790750396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,1.0
4458,0.3086419753086419,0.0181818181818181,0.3682008368200835,0.3893219017926768,0.0,0.5,0.0,0.0,0.6328650293995502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6875,0.7902969848107007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.8778827977315693,1.0,1.0,0.0,0.0,0.0
4468,0.2222222222222222,0.0181818181818181,0.1924686192468616,0.2696804364770102,0.0,0.5,0.0,0.0,0.5109842001350153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1441849920652913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,1.0,1.0,0.0,0.0,0.0
4469,0.3580246913580246,0.0,0.6025104602510458,0.6987529228371017,1.0,0.75,0.0,0.0,0.56984667205054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9580593969621404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4475,0.3209876543209876,0.0181818181818181,0.1924686192468616,0.2696804364770102,0.0,0.75,0.0,0.0,0.7744403279718529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.143278168215824,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,0.3333333333333333,0.0,1.0,0.1428571428571428,1.0
4479,0.1728395061728395,0.0,0.6778242677824264,0.6032735775526064,0.0,1.0,0.0,0.0,0.6134597474028101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0065744729086374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1111111111111111,0.1705103969754233,0.0,0.0,1.0,0.2857142857142857,1.0
4480,0.382716049382716,0.0909090909090909,0.6150627615062758,0.4844115354637566,0.0,0.75,0.0,0.0,0.467045882751165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9811834051235548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0
4481,0.5061728395061729,0.0,0.4184100418410041,0.2969602494154344,0.0,0.5,0.0,0.0,0.5540062892371289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041666666666667,0.1419179324416232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4257088846880883,1.0,1.0,0.0,0.0,1.0
4484,0.1604938271604938,0.0181818181818181,0.6694560669456067,0.4551831644583046,0.0,0.25,0.0,0.0,0.6559276062712989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.004760825209703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1705103969754233,0.0,0.0,1.0,0.2857142857142857,1.0
4506,0.2222222222222222,0.0,0.1548117154811712,0.3406079501169188,0.0,0.75,0.0,0.0,0.4796617267459457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1657220584901383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1111111111111111,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,0.0
4508,0.2098765432098765,0.109090909090909,0.3389121338912131,0.6691348402182413,0.0,0.25,0.0,0.0,0.710546265890685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9809566991611882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
4509,0.5555555555555556,0.0,0.8786610878661085,0.0693686671862821,1.0,0.25,0.0,0.0,0.7744403279718529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0308320108818861,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.2037807183364819,1.0,1.0,0.0,0.0,1.0
4516,0.1358024691358024,0.0181818181818181,0.3765690376569037,0.8823070927513683,1.0,0.5,0.0,0.0,0.833649476289625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9811834051235548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4525,0.1234567901234567,0.0,0.3765690376569037,0.8823070927513683,1.0,0.5,0.0,0.0,0.6108742554254224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9589662208116074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4529,0.2716049382716049,0.0909090909090909,0.6025104602510458,0.6987529228371017,1.0,0.0,0.0,0.0,0.7779664411331088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9375,0.9573792790750396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,1.0
4531,0.654320987654321,0.0,1.0,0.0896336710833978,0.0,0.0,0.0,0.0,0.5743891340707834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023804126048515,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7777777777777779,0.2037807183364819,1.0,1.0,0.0,0.0,1.0
4535,0.1234567901234567,0.0181818181818181,0.5230125523012552,0.7116134060795005,0.0,1.0,0.0,0.0,0.6095598825393173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3541666666666667,0.0614373158014056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.1058601134215493,1.0,1.0,0.0,0.0,1.0
4541,0.2222222222222222,0.0,0.6025104602510458,0.6987529228371017,1.0,0.5,1.0,0.0,0.7045123715378098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9571525731126728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
4542,0.3209876543209876,0.0,0.1924686192468616,0.2696804364770102,0.0,0.0,0.0,0.0,0.7281986781289764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1428247562910904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2222222222222222,0.512287334593573,0.0,0.0,1.0,0.1428571428571428,1.0
4547,0.5308641975308641,0.0727272727272727,0.3389121338912131,0.6691348402182413,0.0,0.5,1.0,0.0,0.6685887555427749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9814101110859216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
4548,0.3086419753086419,0.0,0.6025104602510458,0.6987529228371017,1.0,0.25,0.0,0.0,0.8346289586303263,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9375,0.9573792790750396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,1.0
4554,0.1481481481481481,0.0,0.3765690376569037,0.8823070927513683,1.0,1.0,0.0,0.0,0.4503828030017792,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9805032872364544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4558,0.3086419753086419,0.0,0.1548117154811712,0.3406079501169188,0.0,1.0,0.0,0.0,0.8069318246032705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1747902969848107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.512287334593573,0.6666666666666667,0.0,0.0,0.1428571428571428,1.0
4569,0.1975308641975308,0.0,0.1924686192468616,0.2696804364770102,0.0,0.25,0.0,0.0,0.5909849360662706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1609612332804353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.512287334593573,1.0,1.0,0.0,0.0,0.0
4579,0.4691358024691357,0.0,0.1548117154811712,0.3406079501169188,0.0,0.5,0.0,0.0,0.8069318246032705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1838585354794831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.512287334593573,1.0,1.0,0.0,0.0,1.0
