,"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y"""
11315,"26;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";184;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11318,"50;""housemaid"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";167;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11319,"60;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""thu"";89;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11320,"56;""retired"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";92;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11331,"34;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";549;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11337,"43;""technician"";""single"";""professional.course"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";104;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11338,"29;""admin."";""single"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""thu"";15;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11340,"28;""blue-collar"";""married"";""basic.9y"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""thu"";211;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11350,"38;""technician"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""thu"";129;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11351,"56;""admin."";""divorced"";""unknown"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";91;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11362,"30;""technician"";""married"";""university.degree"";""unknown"";""yes"";""no"";""telephone"";""jun"";""thu"";49;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11363,"36;""blue-collar"";""divorced"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""thu"";318;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.961;5228.1;""no"""
11373,"40;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";37;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11374,"44;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";189;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11375,"35;""management"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";89;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11377,"56;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";489;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11380,"47;""services"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";60;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11382,"29;""self-employed"";""married"";""basic.6y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";24;11;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11386,"47;""services"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";177;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11396,"26;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";114;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11399,"54;""housemaid"";""divorced"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";238;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11403,"40;""entrepreneur"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";156;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11405,"36;""blue-collar"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";50;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11406,"43;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";23;23;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11409,"31;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";109;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11415,"40;""entrepreneur"";""divorced"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";54;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11417,"45;""admin."";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";973;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11420,"50;""technician"";""married"";""high.school"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""fri"";111;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11423,"38;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";124;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11424,"32;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";157;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11425,"29;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";45;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11427,"47;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";134;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11430,"45;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";124;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11432,"40;""management"";""married"";""unknown"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";170;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11442,"31;""admin."";""single"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";282;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11448,"29;""blue-collar"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";153;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11449,"45;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";1210;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11450,"40;""self-employed"";""married"";""professional.course"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";716;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11455,"52;""entrepreneur"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";273;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11456,"29;""blue-collar"";""single"";""basic.9y"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";364;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11462,"49;""blue-collar"";""married"";""basic.4y"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";25;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11464,"34;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";64;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11471,"49;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";838;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11478,"40;""blue-collar"";""married"";""unknown"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";144;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11479,"50;""services"";""divorced"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";329;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11483,"36;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";41;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11484,"53;""unknown"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";258;18;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11485,"30;""blue-collar"";""single"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";402;22;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11486,"53;""self-employed"";""divorced"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";60;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11490,"32;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";174;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11491,"37;""services"";""married"";""high.school"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";283;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11500,"38;""services"";""married"";""basic.9y"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";48;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11502,"43;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";35;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11503,"51;""unemployed"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";375;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11507,"26;""management"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";633;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11508,"37;""services"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";160;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11511,"60;""retired"";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";98;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11512,"45;""management"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";37;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11517,"35;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";74;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11521,"43;""unemployed"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";38;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11527,"25;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";534;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11530,"50;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";343;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11532,"31;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";1573;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11536,"45;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";126;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11540,"41;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";109;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11541,"35;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";288;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11544,"38;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";11;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11548,"32;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";446;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11550,"32;""blue-collar"";""married"";""professional.course"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";459;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11554,"54;""blue-collar"";""divorced"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";124;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11555,"55;""unemployed"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";154;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11556,"29;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";1617;1;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""yes"""
11562,"44;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";618;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11568,"50;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";519;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11569,"44;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";39;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11573,"36;""self-employed"";""divorced"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";825;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11579,"35;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";15;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11582,"36;""blue-collar"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";324;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11584,"59;""retired"";""married"";""basic.4y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";62;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11586,"54;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";47;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11590,"35;""management"";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";176;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11592,"34;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";238;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11594,"33;""services"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";9;18;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11595,"36;""blue-collar"";""single"";""basic.9y"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";25;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11598,"34;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";267;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11600,"28;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";12;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11601,"54;""unemployed"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";8;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11607,"28;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";17;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11611,"42;""management"";""married"";""basic.6y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";8;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11612,"36;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";11;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11618,"56;""self-employed"";""single"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";154;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11620,"36;""technician"";""single"";""unknown"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";264;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11621,"48;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";29;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11624,"58;""retired"";""divorced"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";152;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11626,"48;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";29;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11634,"46;""housemaid"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";134;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11637,"34;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";22;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11638,"41;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";82;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11640,"28;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";652;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11642,"46;""blue-collar"";""divorced"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";9;13;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11643,"59;""retired"";""married"";""professional.course"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";435;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11649,"41;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";13;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11658,"54;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";7;20;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11669,"45;""admin."";""divorced"";""university.degree"";""unknown"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";8;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11670,"37;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";7;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11693,"26;""blue-collar"";""single"";""basic.9y"";""unknown"";""no"";""yes"";""telephone"";""jun"";""fri"";175;14;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11695,"56;""retired"";""married"";""basic.6y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";51;19;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11700,"34;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";11;2;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11702,"55;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";44;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11705,"35;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";79;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11723,"43;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";11;15;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11726,"31;""entrepreneur"";""single"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";22;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11727,"50;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";116;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11731,"48;""unemployed"";""married"";""high.school"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";157;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11741,"42;""housemaid"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";38;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11744,"55;""unknown"";""married"";""basic.4y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";27;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11746,"56;""retired"";""divorced"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";10;15;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11750,"41;""technician"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";8;12;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11754,"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";29;27;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11758,"33;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";78;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11761,"30;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";13;10;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11766,"57;""retired"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";74;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11769,"56;""self-employed"";""married"";""professional.course"";""no"";""no"";""yes"";""telephone"";""jun"";""fri"";13;40;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11770,"27;""management"";""single"";""high.school"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";23;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11773,"25;""admin."";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";20;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11775,"25;""unemployed"";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";287;9;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11777,"31;""entrepreneur"";""single"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";12;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11789,"58;""blue-collar"";""unknown"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";180;6;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11791,"50;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""yes"";""telephone"";""jun"";""fri"";160;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11799,"39;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";601;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11800,"30;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";83;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11810,"40;""housemaid"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";30;4;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11814,"58;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";63;15;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11816,"59;""retired"";""married"";""basic.9y"";""unknown"";""no"";""no"";""telephone"";""jun"";""fri"";25;8;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11827,"53;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";21;18;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11830,"51;""services"";""divorced"";""unknown"";""unknown"";""yes"";""no"";""telephone"";""jun"";""fri"";16;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11831,"56;""retired"";""married"";""basic.6y"";""no"";""yes"";""yes"";""telephone"";""jun"";""fri"";37;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11833,"56;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""jun"";""fri"";34;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11834,"51;""services"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";250;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11835,"58;""entrepreneur"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";221;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11837,"29;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";21;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11838,"48;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";14;3;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11839,"37;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""telephone"";""jun"";""fri"";94;7;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
11844,"33;""self-employed"";""single"";""university.degree"";""no"";""unknown"";""unknown"";""telephone"";""jun"";""fri"";38;5;999;0;""nonexistent"";1.4;94.465;-41.8;4.959;5228.1;""no"""
